Category,Name,Tags,Services,Eligibility,LatLng,Lat,Lng,Address,Hours of Operation,Phone,Website,Email,Social Media,Rating,Facebook,Instagram,Twitter,Source
DENTAL CARE,NOAH- Desert Mission Community Health Center,,,PHOENIX,,,,"9201 North Fifth Street Phoenix, AZ 85020",,602-331-5792,http://www.noahhelps.org/dental/,,,,,,,SHOW Clinic
DENTAL CARE,Brighter Way Dental Center,,"Provides comprehensive dental care to  everyone including underserved veterans and  homeless population 
Services: Comprehensive exams, implants,  cleanings, fillings, dental x-rays, crowns and  bridges, root canals, dentures and partials,  extraction/oral surgery",PHOENIX,"33.44582709090909, -112.0881996969697",,,"230 South 12th Avenue Phoenix, AZ 85007",,602-362-0744,https://www.brighterwaydentalcenter.org/,,,,,,,SHOW Clinic
DENTAL CARE,CASS Dental Clinic for the Homeless,,"Provides comprehensive dental care to those  experiencing homelessness 
Services: cleanings, root canals, dentures and  partials, crowns and bridges, fillings,  extractions, veneers, cosmetics, implants,  and plastic surgery.",PHOENIX,"33.44582709090909, -112.0881996969697",,,"230 South 12th Avenue Phoenix, AZ - 85007",,602-256-6945,http://www.cassaz.org/cass-dental-clinic-for-the-homeless.html,,,,,,,SHOW Clinic
DENTAL CARE,St. Vincent De Paul Free Dental Clinic Phoenix ,,"Comprehensive free dental clinic that  provides treatment and preventive care to  children and adults without insurance. Weekdays except Friday,  8:00 am- 4:30 pm; Friday, 8:00 am- 3:00 pm",PHOENIX,,,,"420 W. Watkins Rd Phoenix, AZ 85003",,602-261-6868,"
https://www.stvincentdpaul.net/programs/dental-clinic",,,,,,,SHOW Clinic
DENTAL CARE,MIHS- 7th Avenue Family Health Center ,,"Federally Qualified Health Center that offers adult preventative dental services to  medically underserved. Sliding scale. Weekdays, 7:30 am-4:00 pm",PHOENIX,"33.43604355408587, -112.08241855736925",,,"1205 South 7th Avenue Phoenix, AZ 85007",,602-344-6609,"http://www.mihs.org/dental/
Check to see if you qualify:  
http://mihs.org/patient-information/price-and-financial-policy ",,,,,,,SHOW Clinic
DENTAL CARE,"MIHS- McDowell Family Health Center 
*Specialty care to +HIV individuals ",,"Services: Routine exams and cleanings, oral hygiene instructions, digital x-rays, fluoride treatments, restorative treatments, emergency (pain relief) treatments, oral cancer screenings.",PHOENIX,,,,"1101 North Central Avenue, Suite 201 Phoenix, AZ 85004",,602-344-6550,,,,,,,,SHOW Clinic
DENTAL CARE,"MIHS- South Central Family Health Center Weekdays, 7:30 am 
4:00 pm",,,PHOENIX,"33.4044731, -112.1102268",,,"33 West Tamarisk Street Phoenix, AZ 85041",,602-344-6489,,,,,,,,SHOW Clinic
DENTAL CARE,"Arizona Community Dental Clinic 
Weekdays, 9:00 am - 4:00 pm",,"Offers non-emergency services on a sliding  scale fee. 
Application: http://acdcdental.org/wp content/uploads/2017/02/ACDC 
Application.pdf 
*Email to info@ACDCdental.org or fax to  480-344-1442 (must financially pre-qualify  before appointment can be scheduled) 
*No walk-ins available 
*In order to qualify for reduced fee, proof  must be provided that your household are at  no more than 200% of the Federal Poverty  Threshold. Present the 1) SNAP, 2) Medicaid  Card, 3) Social Security Disability Insurance,  or 4) most recent paystub within the past 3  months 
*Patients are required to pay their own  dental laboratory and pathology costs. No  sedation services are available at this time.",PHOENIX,,,,"1150 E. Washington Phoenix, AZ  85034 ",,602-254-3822,http://acdcdental.org/gethelp/,,,,,,,SHOW Clinic
DENTAL CARE,"Phoenix College Dental Clinic  
Spring and Fall Semesters: Monday-Friday, 8:00 am - 3:30 pm",,"Offers preventive and therapeutic services to  qualified patients. All procedures are  performed by students under supervision of  instructors. 
Services: x-rays, dental examinations,  selective polishing, fluoride treatments, conservative periodontal therapy, administration of local anesthetic, dental  sealants",PHOENIX,,,,"3144 North 7th Avenue, Phoenix, AZ 85013 (Healthcare Building)",,602-285-7323,https://www.phoenixcollege.edu/community/community-services/dental-clinic,,,,,,,SHOW Clinic
DENTAL CARE,Fortis College Phoenix,,Cleaning only,PHOENIX,"33.45508475, -112.04326239469322",,,"555 N 18th St #110, Phoenix, AZ 85006",,602-314-8565,,,,,,,,SHOW Clinic
DENTAL CARE,Rio Salado Dental Hygiene School,,"Services: blood pressure screening, oral examination, x-rays as needed, cleaning, ""fluoride application, gum disease screening, oral hygiene instruction, sealants, and diet counseling. 
*first appointments maybe time consuming (3-4 hours) 
* if you have special dental or medical condition (heart disease, high blood pressure, infectious disease), a written statement from the doctor may be needed.""",PHOENIX,,,,"2250 W. 14th Street  
(Located across the street from RSC Tempe) Tempe, AZ 85281 ",,480-377-4100,http://www.riosalado.edu/locations/dh/Pages/Dental-Clinic.aspx,,,,,,,SHOW Clinic
DENTAL CARE,Magic Smiles- West,,Professional dental care at discounted prices to those without dental insurance.,PHOENIX,,,,"5109 W Thomas Rd Suite  300, Phoenix, AZ 85031",,602-903-4193,http://www.magicsmiles.org/,,,,,,,SHOW Clinic
DENTAL CARE,Magic Smiles- East,,,PHOENIX,,,,"1701 E Thomas Rd Suite  204, Phoenix, AZ 85016",,602-903-2234,,,,,,,,SHOW Clinic
DENTAL CARE,Neighborhood Christian Center,,Sliding scale fee for medical and denta care to qualifying individuals,PHOENIX,,,,"1929 W Fillmore St., Building C, Phoenix, AZ  85009 ",,602-258-6008,https://www.thechristianclinic.org/contact-us/,,,,,,,SHOW Clinic
DENTAL CARE,"Midwestern University  Clinics 
Weekdays, 8:00 am - 5:00 pm",,"The Midwestern University Dental Institute  provides most of the same services one  would receive at a private dental office  including dental cleanings, x-rays, fillings,  crowns, bridges, extractions, and oral  surgery. Must complete “hardship” form to  determine cost of care.",GLENDALE,"25.947261, -80.297401",,,"59th Avenue & Utopia Glendale, AZ 85308",,623-537-6000,https://www.mwuclinics.com/arizona/services/dental,,,,,,,SHOW Clinic
DENTAL CARE,Donated Dental Services,,"Offers comprehensive dental services at no charge to seniors, individuals with a special need, or those who are medically 
compromised and have no other means to afford dental treatment 
Application: http://acdcdental.org/wpcontent/uploads/2013/07/DDS_Application.pdf 
*5-year waiting list may apply 
*Cannot respond to emergency requests",SCOTTSDALE,,,,"3193 N Drinkwater, Scottsdale, AZ 85251",,"480-850-1474 Or 
866-340-4337",AZdentalfoundation.org,,,,,,,SHOW Clinic
DENTAL CARE,"MIHS- Chander Family Health Center 
Weekdays, 7:30 am - 4:00 pm",,"Federally Qualified Health Center that offers  adult preventative dental services to  medically underserved. Sliding scale. 
Services: Routine exams and cleanings, oral  hygiene instructions, digital x-rays, fluoride  treatments, restorative treatments, ""emergency (pain relief) treatments, oral  cancer screenings. 
Check to see if you qualify:  
http://mihs.org/patient-information/price and-financial-policy""",CHANDLER,"33.293782699999994, -111.83291173622194",,,"811 South Hamilton, Chandler, AZ 85225",,480-344-6109,http://www.mihs.org/dental/,,,,,,,SHOW Clinic
DENTAL CARE,"MIHS- Mesa Family Health Center 
Weekdays, 7:30 am - 4:00 pm",,"Federally Qualified Health Center that offers  adult preventative dental services to  medically underserved. Sliding scale. 
Services: Routine exams and cleanings, oral  hygiene instructions, digital x-rays, fluoride  treatments, restorative treatments,  
emergency (pain relief) treatments, oral  cancer screenings. 
Check to see if you qualify: http://mihs.org/patient-information/price-and-financial-policy ",MESA,"33.4137143, -111.82574110660471",,,"59 South Hibbert, Mesa, AZ 85210",,480-344-6209,http://www.mihs.org/dental/,,,,,,,SHOW Clinic
DENTAL CARE,"Arizona School of Dentistry and Oral Health (ASDOH) 
Weekdays, 8:00 am- 5:00 pm",,"Offers prevention, general treatments, special care dentistry, pediatric dentistry, orthodontics, cosmetic dentistry, 
special/unique services, imaging capability, and implants",MESA,"33.38161315, -111.70344642747645",,,"5855 E Still Circle, Mesa, AZ 85206",,480-248-8100,http://www.atsudental.com/dental_services/,,,,,,,SHOW Clinic
DENTAL CARE,CARE Partnership,,Provides free programs for uninsured health and dental care.,MESA,"33.40675319463087, -111.81535934228187",,,"466 South Bellview, Mesa, AZ 85204",,480-833-8987,http://www.carepartnership.org/index.php/services-and-programs/,,,,,,,SHOW Clinic
DENTAL CARE,Carrington College Dental Clinic,,"Free dental care to children and adults age 3 and up. Includes x-rays cleaning and polishing. 
Allow 3-4 hours for each appointment.",MESA,,,,"1300 S. Country Club Dr., Suite 2, Mesa, AZ 85210",,480-717-3510,https://carrington.edu/mesa-dental-hygiene/,,,,,,,SHOW Clinic
DENTAL CARE,Magic Smiles,,Professional dental care at discounted prices to those without dental insurance.,MESA,,,,"1457 W Southern Avenue Suite 18, Mesa, AZ 85202",,480-351-3939,http://www.magicsmiles.org/,,,,,,,SHOW Clinic
DENTAL CARE,"Mountain Park Health Center: Maryvale (For Children Only) 
Monday – Friday, 8:00 am  – 8:00 pm; 
Saturday, 7:30 am – 4:30 pm",,"Discounted/sliding fees are based upon  federal poverty guidelines, and patient eligibility is determined by annual income and family size 
Services: Pediatric Dentistry (under 21 years old) 
*Accepts adult patients only if recommended by a Mountain Park provider",CHILDREN,"33.480273243460005, -112.2014564528921",,,"6601 West Thomas Rd Phoenix, AZ - 85033",,602- 243-7277,https://mountainparkhealth.org/what-we-do/,,,,,,,SHOW Clinic
DENTAL CARE,"Boys and Girls Club Dental Clinic (5- 18  years old) 
Tuesday – Friday, 7:00 am – 6:00 pm",,"For children who lack dental insurance and  do not qualify for state assistance. 
Services: Comprehensive oral exams, x-rays,  sealants, fillings, extractions, root canals, and  emergency surgery",CHILDREN,"33.440324, -112.093656",,,"1601 W Sherman Street, Phoenix, AZ 85007",,602-271-9961,http://bgcmp.org/programs/bgcmp-dental-clinic/,,,,,,,SHOW Clinic
DENTAL CARE,First Teeth First,,"Basic oral screening, parent education, and referrals at no cost to pregnant women and children 0 through 5 years of age. Participating children are eligible to receive fluoride varnish every six months.",CHILDREN,"33.458079749999996, -112.04609129217474",,,"1645 E Roosevelt Street Phoenix, AZ 85006",,602-506-6900,https://www.maricopa.gov/1955/First-Teeth-First,,,,,,,SHOW Clinic
EYE CARE,Blind Srv. Afdc,,,ADULTS,,,,,,602-255-1850,,,,,,,,SHOW Clinic
EYE CARE,EyeCare America Referral Center,,Free eye exams based on eligibility. Go to website to see if you qualify.,ADULTS,,,,,,,http://www.aao.org/eyecare-america,,,,,,,SHOW Clinic
EYE CARE,"Lions Sight and Hearing Foundation 
9:00 AM- 3:00 PM, Tuesday-Thursday",,Assistance with eye surgery and hearing aids.  Sliding scale fee based on qualifications.  Recipient is responsible for eyeglass  prescription or hearing test. Must be within  poverty income guidelines.,PHOENIX,"33.488831319444444, -112.01303801388889",,,"3427 N 32nd Street, Phoenix, AZ 85018",,602-954-1723,http://lions-sight-and-hearing-foundation.org/?page_id=58,,,,,,,SHOW Clinic
EYE CARE,"Lions Vision Center 
8:30 AM- 4:00 PM, Tuesday-Thursday 
8:30 AM- 12:00 PM, Friday",,Provides eye examinations and eye glasses  for children and adults in need. Flat discounted fee for services. Call. Must have referral,PHOENIX,,,,"3124 E Roosevelt St., Building D, Ste 2, Phoenix, AZ 85008",,602-267-7573,http://www.arizonalionsvisioncenter.org,,,,,,,SHOW Clinic
EYE CARE,Midwestern University Eye Institute,,"Comprehensive eye care on sliding scale fee  for anyone earning up to 200% of FPL. If not  qualified for discount, the eye exam is $55.  
Call to schedule an appointment. Please bring  current medication to the appointment.",PHOENIX,"33.66118598998153, -112.18637905764488",,,19389 N 59th Avenue,,623-537-6000,,,,,,,,SHOW Clinic
EYE CARE,New eyes: Glasses for Those in Need,,Vouchers for the purchase of new prescription eye glasses,PHOENIX,,,,,,,www.new-eyes.org,,,,,,,SHOW Clinic
EYE CARE,One sight,,"Free vision care and eyewear to those who  qualify, based on income and need. Must be  screened by a partner agency. Contact your  local Lens Crafters for details.",PHOENIX,,,,,,,www.onesight.org,,,,,,,SHOW Clinic
EYE CARE,"Lions Vision Center 
8:30 AM- 4:00 PM, Tuesday-Thursday 
8:30 AM- 12:00 PM, Friday",,Provides eye examinations and eye glasses  for children and adults in need. Flat discounted fee for services. Call. Must have referral,PEORIA,,,,"9451 N 99 Ave, Ste #3, Peoria, AZ 85345",,623-583-9340,http://www.arizonalionsvisioncenter.org,,,,,,,SHOW Clinic
EYE CARE,"Lions Vision Center 
8:30 AM- 4:00 PM, Tuesday-Thursday 
8:30 AM- 12:00 PM, Friday",,Provides eye examinations and eye glasses  for children and adults in need. Flat discounted fee for services. Call. Must have referral,TUCSON,,,,"3003 S Country Club Rd., Ste #217, Tucson, AZ 85726",,520-777-7334,http://www.arizonalionsvisioncenter.org,,,,,,,SHOW Clinic
EYE CARE,Infant SEE,,"Public health program for early detection of  eye conditions in babies. Optometrists  provide comprehensive eye and vision  assessment for infants within the first year of  life, regardless of family’s income or access to  insurance coverage.",CHILDREN,,,,,,1-888-396-3937,www.infantsee.org,,,,,,,SHOW Clinic
EYE CARE,Sight for Students,,"Free eye exams and glasses to low income  and uninsured children age 18 years and  younger 
Eligibility: Family income is no more than  200% of federal poverty level, child is not  enrolled in Medicaid or other vision  
insurance, Child is 18 years and younger and  has not graduated from high school, child or  parents is a U.S. Citizen or legal immigrant  with a social security number, and child has  not used the Sight for Students program  during the past 12 months.",CHILDREN,,,,,,801-524-2020,https://www.friendsforsight.org/,,,,,,,SHOW Clinic
EYE CARE,Foundation for Blind Children,,Creates opportunities for anyone with vision  loss to achieve greater independence,PHOENIX,"33.55383915, -112.05523908303002",,,"1234 E Northern Avenue, Phoenix, AZ 85020",,"602-331-1470 
602-678-5800",https://www.seeitourway.org/,,,,,,,SHOW Clinic
HEARING,HEAR for Kids,,Financial assistance for obtaining hearing  aids for children who do not qualify under  AHCCCS. Offers loaner hearing aids while waiting permanent devices. Provides  vouchers for hearing evaluations for  children.,GENERAL RESOURCES,,,,,,602-690-3975,www.earfoundationaz.com,,,,,,,SHOW Clinic
HEARING,Lions Sight and Heating  Foundation,,Provides assistance with eye surgery and  hearing aids. Sliding scale fee based on  qualifications. Recipient is responsible for  eyeglass prescription or hearing test. Must  be within poverty income guidelines.,GENERAL RESOURCES,"33.488831319444444, -112.01303801388889",,,3427 N 32nd St.,,602-954-1723,,,,,,,,SHOW Clinic
HIV/AIDS,"Southwest Center 
9:00 AM- 5:00 PM, Monday and Wednesday 
9:00 AM- 7:00 PM, Tuesday and Thursday 
9:00 AM- 3:00 PM, Friday",,"Free STD testing and some treatment, free HIV/AIDS testing, information and classes on HIV/AIDS and community resources.  Recommended to first call Ryan White at  Central Eligibility to see what you qualify for:  602-212-3788.  
If you have tested positive for HIV/AIDS, you can go to McDowell Clinic where they have an HIV/AIDS Doctor on staff",GENERAL RESOURCES,,,,"1101 N Central Ave., Ste. 200, Phoenix, AZ 85004",,602-307-5330,https://swhiv.org/,,,,,,,SHOW Clinic
HIV/AIDS,"MIHS- McDowell  
Family Health Center Weekdays, 7:30 am - 4:00 pm",,,GENERAL RESOURCES,,,,"1101 North Central Avenue, Suite 201 Phoenix, AZ 85004",,602-344-6550,,,,,,,,SHOW Clinic
HIV/AIDS,"Phoenix Body Positive,  INC",,"Education, social events, clinical trials, peer support & advocacy, behavioral health and  counseling",GENERAL RESOURCES,,,,,,602-307-5330,,,,,,,,SHOW Clinic
HIV/AIDS,Shanti Group Phoenix,,"HIV, health, education, counseling, homeless transition, substance abuse assistance &  after-care",GENERAL RESOURCES,,,,,,602-279-0008,,,,,,,,SHOW Clinic
HIV/AIDS,"Catholic Charities  
Community Services",,"Provides counseling for individuals, families,  couples, children, and adolescents dealing  with abuse, adolescent behavior, anger  management, anxiety, communication,  depression, domestic abuse, divorce, family  conflict, grief and loss, HIV/AIDS, marriage  and relationship skills, parenting, school  adjustment, self- esteem, stress management, substance abuse, and  pregnancy. ",GENERAL RESOURCES,,,,"2220 S Country Club Drive, Suites 106, 108,  Mesa, AZ 85210",,602-749-4405,https://www.catholiccharitiesaz.org/about-us/history,,,,,,,SHOW Clinic
HIV/AIDS,"Catholic Charities  
Community Services",,,GENERAL RESOURCES,"33.552530649999994, -112.09864020040212",,,"1825 W Northern Avenue, Phoenix, AZ 85021",,602-997-6105,,,,,,,,SHOW Clinic
HIV/AIDS,"Catholic Charities  
Community Services",,,GENERAL RESOURCES,"36.75713879387013, -119.92330442631226",,,"7400 W Olive Avenue,  #10, Peoria, AZ 85345",,623-486-9868,,,,,,,,SHOW Clinic
HIV/AIDS,Care Directions,,"Treatment benefits, coordination of  care/drug and HIV treatment. Case management in English and Spanish",GENERAL RESOURCES,"44.7607976, -97.2095194",,,"1366 E Thomas, Ste 200",,602-264-2273,,,,,,,,SHOW Clinic
HIV/AIDS,AIDS Project Arizona,,"Health, support, education, financial  assistance, food bank",GENERAL RESOURCES,,,,,,602-253-2437,,,,,,,,SHOW Clinic
HIV/AIDS,HIV/AIDS Latino Outreach Services,,Outreach program for all Latinos in Maricopa and Pinal County,GENERAL RESOURCES,,,,,,"602-257-5530 
602-689-5479",,,,,,,,SHOW Clinic
HIV/AIDS,Planned Parenthood  Central,,,GENERAL RESOURCES,,,,,,602-277-7526,,,,,,,,SHOW Clinic
VETERANS,Community Resource &  Referral Center (CRRC),,,GENERAL RESOURCES,"33.49754215, -112.0668778293437",,,650 E Indian School Rd,,602-568-7843,,,,,,,,SHOW Clinic
VETERANS,Regional VA,,,GENERAL RESOURCES,"33.4866619, -112.0734998",,,3333 N Central Avenue,,1-800-827-1000,,,,,,,,SHOW Clinic
VETERANS,U.S. Vets,,Provides housing in conjunction with clinical  counseling and employment assistance,GENERAL RESOURCES,,,,,,602-305-8585,,,,,,,,SHOW Clinic
VETERANS,VA Hospital,,,GENERAL RESOURCES,"33.49754215, -112.0668778293437",,,650 E Indian School Rd,,602-277-5551,,,,,,,,SHOW Clinic
VETERANS,Banner Behavioral Health,,Outpatient- Mental health and substance  abuse services. The Villa- Residential  substance abuse services- geared especially  for veterans,GENERAL RESOURCES,,,,,,602-25-4357,www.bannerhealth.com,,,,,,,SHOW Clinic
VETERANS,Brighter Way Dental Center,,"Provides comprehensive dental care to  everyone including underserved veterans and  homeless population 
Services: Comprehensive exams, implants,  cleanings, fillings, dental x-rays, crowns and  bridges, root canals, dentures and partials,  extraction/oral surgery",GENERAL RESOURCES,"33.44582709090909, -112.0881996969697",,,"230 South 12th Avenue Phoenix, AZ 85007",,602-362-0744,https://www.brighterwaydentalcenter.org/,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,211 Arizona Reentry Referrals,,"Community information for those with  criminal records. Includes food, shelter, GED  courses, and mentoring.",GENERAL RESOURCES,,,,,,,http://www.211arizona.org/reentry/,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Arizona Women’s Education and Employment (AWEE),,"Job readiness workshops, mentoring, help with family relationships, help with job related expenses, education referrals, basic  supportive services.",GENERAL RESOURCES,,,,,,,http://awee.org,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Arouet Foundation,,"Education assistance, workforce development, job opportunities for those who are still incarcerated and for those with records after they are released.",GENERAL RESOURCES,,,,,,480-303-7089,arouetfoundation.org,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,AZ Common ground,,"Workforce development training, job  placement, mentorship, and other post  release support services for previously  incarcerated youth and adults.",GENERAL RESOURCES,,,,,,,www.azcommonground1.com,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Criminal Record Repository,,Individuals may contact this agency to obtain  a copy of their state rap sheet. Must submit  full set of fingerprints.,GENERAL RESOURCES,,,,,,602-223-2229,www.dps.state.az.us/reports/criminalhistory/default.asp,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Department of Corrections,,,GENERAL RESOURCES,"39.2954767, -77.8782587",,,1601 W Jefferson,,602-542-5536,,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Family Service Agency: Community Reintegration Program,,"Education and career support, financial  advice, record expungement, and help  navigating the Federal Bonding program.",GENERAL RESOURCES,,,,,,602-264-9891,www.fsaphoenic.org/exoffenderreentry/communityreintegrationprogram.aspx,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Father Matters Reentry Mentoring Project,,"Job training, parenting classes, mentor  program, cell phone assistance, Family Law  Clinic, and DES representatives are available  on site certain days of the week.",GENERAL RESOURCES,,,,,,602-774-3298,fathermatters.org,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Federal Bonding Program,,Provides fidelity bonding insurance coverage  to those with criminal histories,GENERAL RESOURCES,,,,,,602-542-3957,www.azdes.gov,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Felony Guide,,"Information on record expungement,  employment information, and topics like the  difference between classes of felonies and  misdemeanors.",GENERAL RESOURCES,,,,,,,http://felonyguide.com/,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,From Gangs to Jobs,,"Free 8-12 week employment program for  men ages 16-25. Program runs Monday Thursday 6:30 PM- 9:30 PM. Includes  coaching, job readiness skills, GED classes,  employer support, life skills, job placement,  follow-up, and restoring family relations.",GENERAL RESOURCES,,,,,,602-384-0340,www.fromgangs2jobs.com,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Hope’s Crossing,,"Women only. Employment/volunteer  services, social/life skills development,  personal and professional skills training.  Offers a transitional home as well.",GENERAL RESOURCES,"33.4577414, -112.0754758",,,830 N 1st Ave,,602-795-8098,,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Jail Information,,,GENERAL RESOURCES,,,,,,602-876-0322,,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Middle Ground Prison Reform,,"Organization aimed towards protecting and  defining the rights, responsibilities, and  privileges of the incarcerated.",GENERAL RESOURCES,,,,,,,http://www.middlegroun dprisonreform.org/,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Sister Ministries Inc,,"Women only. Weekly support groups, bible  study, information and referrals to  
community services, clothing, make-up, and  personal hygiene items.",GENERAL RESOURCES,"33.5646498, -112.10034862490667",,,8802 N 19th Ave,,602-684-3458,,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,SVdP Ministry to the  Incarcerated,,,GENERAL RESOURCES,,,,,,602-261-6836,,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Tetra Services of Phoenix,,"Vocational rehabilitation, job development,  job coaching, self- sufficiency/independence  training. Call ahead to appointment and fees.",GENERAL RESOURCES,"33.456153, -111.77969399551066",,,2222 N 24th St.,,602-685-9703,,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,The Streets Don’t Love  You Back,,Ex-offender Job information resource guide,GENERAL RESOURCES,,,,,,,http://thestreetsdontloveyouback.ning.com/page/ex-felon-job-information,,,,,,,SHOW Clinic
INCARCERATED AND EX-OFFENDERS,Yavapai Reentry Project,,"Assistance with housing, education, clothes,  and food. Clients may choose to have their  own personal coach who will support and  guide them through this difficult time.",GENERAL RESOURCES,,,,,,928-708-0100,yavapaireentryproject.org,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Native American Community Health Center,,,GENERAL RESOURCES,,,,,,602-266-9166,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,"NWH Community Health Center  
Monday-Friday, 8:00 am 5:00 pm",,,GENERAL RESOURCES,"33.56703055, -112.11155972979864",,,"2423 West Dunlap Avenue Phoenix, AZ 85021",,602-279-5351,http://www.nativehealthphoenix.org/services/dental-services/,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Native American Connections,,"Offers traditional Native healing and Western  Medicine. Substance abuse, general mental  health with co-occurring disorders.",GENERAL RESOURCES,,,,4520 N Central Suite 100,,602-424-2060,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Native Health,,"Domestic violence services. Individual, group,  and family counseling. Alcohol and substance  abuse treatment.",GENERAL RESOURCES,"33.4938988, -112.0727547",,,4041 N Central Ave,,602-279-5262,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Phoenix Indian Medical  Center,,Offers outpatient substance abuse treatment  and mental health counseling and inpatient  medical services for Native Americans  belonging to a federally recognized tribe,GENERAL RESOURCES,"33.49645655, -112.04907220799285",,,4212 N 16th St.,,602-263-1200,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,"Native American Connections, Inc ",,Guiding Star Program: 45-day program for adult women and their dependent children/ Also offers traditional healing,GENERAL RESOURCES,"33.45137280936987, -112.007826785576",,,"3424 E Van Buren St., Phoenix, AZ 85008",,"Main: 602-424-2060 
Fax: 602-424-1623
Guiding Star: 602-254-5805 
Com Serv Site: 602-254-3247",,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,"Native American Connections AA Meetings 
",,,GENERAL RESOURCES,,,,,,602-424-2060 OR 602-254-5805,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,HIS/ Gila River Transportation,,,TRANSPORTATION,,,,,,602-528-1384,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Time on Transport (another IHS option),,,TRANSPORTATION,,,,,,480-232-8025,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,San Carlos,,,TRANSPORTATION,,,,,,928-475-6041,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Tohono O’dam,,,TRANSPORTATION,,,,,,520-383-6050,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Sells/Santa Rosa,,,TRANSPORTATION,,,,,,520-383-3590,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,White River,,,TRANSPORTATION,,,,,,928-338-1808,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Pascua Yaqui,,,TRANSPORTATION,,,,,,480-820-1118,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,PIMC,,,TRANSPORTATION,,,,,,602-263-1503,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Navajo,,,TRANSPORTATION,,,,,,"928-613-6314 
800-531-4415",,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Z Best,,,TRANSPORTATION,,,,,,"520-494-7631  
Fax: 480-656-4465",,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,ANN (After hours transport),,,TRANSPORTATION,,,,,,866-210-0065,,,,,,,,SHOW Clinic
NATIVE AMERICAN COMMUNITY RESOURCES,Arizona Med Transport  (IHS after hours),,,TRANSPORTATION,,,,,,602-614-1042,,,,,,,,SHOW Clinic
HISPANIC COMMUNITY RESOURCES,Care Directions- Case  Management,,HIV Services in English and Spanish,GENERAL RESOURCES,,,,,,602-264-2273,,,,,,,,SHOW Clinic
HISPANIC COMMUNITY RESOURCES,1-877-KIDS-NOW (877- 543-7669),,Low cost or free health care coverage,GENERAL RESOURCES,,,,,,,,,,,,,,SHOW Clinic
HISPANIC COMMUNITY RESOURCES,Centro De Amistad,,"Counseling, health programs",GENERAL RESOURCES,"33.481485, -112.129982",,,"2923 N 33rd Ave., Phoenix, AZ 85017",,602-393-3840,,,,,,,,SHOW Clinic
HISPANIC COMMUNITY RESOURCES,Centro De Amistad,,,GENERAL RESOURCES,"33.37168005446801, -111.96326140524387",,,"8202 Avenida del Yaqui, Guadalupe, AZ 85283",,480-839-2926,,,,,,,,SHOW Clinic
HISPANIC COMMUNITY RESOURCES,Centro De Amistad,,,GENERAL RESOURCES,,,,"460 N Mesa Drive, Suite 120, Mesa, AZ 85201",,480-833-0227,,,,,,,,SHOW Clinic
